order_id;order_date;customer_id;segment;category;sub_category;sales;quantity;profit
CA-2016-163398;5/3/2016;CB-12415;Consumer;Office Supplies;Appliances;26406;3;-712962
CA-2016-162726;12/27/2016;MT-17815;Consumer;Office Supplies;Paper;10368;2;36288
CA-2016-162726;12/27/2016;MT-17815;Consumer;Office Supplies;Paper;2368;4;74
US-2016-111290;7/22/2016;DK-13375;Consumer;Technology;Accessories;10995;1;362835
US-2016-111290;7/22/2016;DK-13375;Consumer;Office Supplies;Storage;96585;5;135219
US-2016-111290;7/22/2016;DK-13375;Consumer;Office Supplies;Art;292;5;10512
US-2016-111290;7/22/2016;DK-13375;Consumer;Office Supplies;Paper;324;5;15552
US-2014-147704;11/16/2014;SR-20740;Home Office;Office Supplies;Envelopes;7835;5;368245
US-2014-147704;11/16/2014;SR-20740;Home Office;Office Supplies;Paper;3168;6;14256
US-2014-147704;11/16/2014;SR-20740;Home Office;Office Supplies;Binders;2912;4;142688
US-2014-147704;11/16/2014;SR-20740;Home Office;Office Supplies;Storage;16945;5;423625
CA-2015-121965;6/19/2015;LH-17155;Consumer;Furniture;Furnishings;1256;2;40192
CA-2015-121965;6/19/2015;LH-17155;Consumer;Office Supplies;Paper;648;1;31104
CA-2015-121965;6/19/2015;LH-17155;Consumer;Office Supplies;Envelopes;18669;3;877443
CA-2016-147137;7/4/2016;AA-10645;Consumer;Furniture;Furnishings;254;5;8636
CA-2016-147137;7/4/2016;AA-10645;Consumer;Office Supplies;Envelopes;4396;2;206612
CA-2016-147137;7/4/2016;AA-10645;Consumer;Furniture;Bookcases;1279165;5;225735
CA-2016-147137;7/4/2016;AA-10645;Consumer;Office Supplies;Storage;2792;4;5584
US-2015-146745;9/3/2015;AS-10630;Home Office;Furniture;Chairs;129568;2;-129568
US-2015-146745;9/3/2015;AS-10630;Home Office;Office Supplies;Binders;6368;2;21492
CA-2017-115175;8/7/2017;MC-17575;Consumer;Office Supplies;Paper;24455;5;1149385
CA-2017-105851;3/13/2017;SE-20110;Consumer;Office Supplies;Supplies;1332496;2;-2998116
US-2017-125717;9/28/2017;DS-13030;Home Office;Furniture;Furnishings;32776;1;32776
US-2017-125717;9/28/2017;DS-13030;Home Office;Office Supplies;Storage;147184;2;-294368
US-2017-125717;9/28/2017;DS-13030;Home Office;Technology;Accessories;54384;2;13596
US-2017-125717;9/28/2017;DS-13030;Home Office;Office Supplies;Binders;76776;4;-588616
US-2017-125717;9/28/2017;DS-13030;Home Office;Office Supplies;Paper;14352;3;52026
US-2017-125717;9/28/2017;DS-13030;Home Office;Office Supplies;Appliances;209792;2;26224
CA-2015-163895;8/7/2015;NS-18640;Corporate;Office Supplies;Binders;3304;1;11151
CA-2017-168641;11/24/2017;KA-16525;Consumer;Office Supplies;Art;1638;9;7371
CA-2017-168641;11/24/2017;KA-16525;Consumer;Office Supplies;Envelopes;16796;2;789412
CA-2017-168641;11/24/2017;KA-16525;Consumer;Furniture;Bookcases;321568;2;-160784
CA-2017-168641;11/24/2017;KA-16525;Consumer;Office Supplies;Paper;1296;2;62208
CA-2017-156895;5/8/2017;DJ-13510;Corporate;Furniture;Chairs;128058;3;-237822
CA-2017-121300;9/29/2017;MG-17680;Home Office;Furniture;Chairs;63686;1;-154666
CA-2017-121300;9/29/2017;MG-17680;Home Office;Technology;Accessories;239976;3;659934
CA-2017-121300;9/29/2017;MG-17680;Home Office;Furniture;Tables;34422;2;-189321
CA-2017-121300;9/29/2017;MG-17680;Home Office;Office Supplies;Paper;15552;3;54432
CA-2017-121300;9/29/2017;MG-17680;Home Office;Furniture;Furnishings;21248;4;74368
CA-2017-121300;9/29/2017;MG-17680;Home Office;Office Supplies;Paper;8448;2;264
CA-2017-130211;10/22/2017;BD-11620;Consumer;Office Supplies;Storage;33309;3;233163
CA-2017-130211;10/22/2017;BD-11620;Consumer;Furniture;Tables;24898;2;547756
CA-2014-147235;3/24/2014;CD-11920;Consumer;Office Supplies;Paper;249;5;11703
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Fasteners;1526;7;50358
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Appliances;4332;2;142956
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Binders;43584;12;157992
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Paper;11628;3;569772
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Binders;9296;2;30212
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Paper;1944;3;93312
CA-2016-109365;11/3/2016;XP-21865;Consumer;Office Supplies;Paper;31455;3;150984
CA-2015-162621;9/5/2015;CA-12055;Home Office;Office Supplies;Binders;1627;5;-252185
CA-2015-162621;9/5/2015;CA-12055;Home Office;Office Supplies;Supplies;6912;9;-14688
CA-2015-162621;9/5/2015;CA-12055;Home Office;Office Supplies;Binders;447;3;-78225
CA-2017-105921;8/14/2017;JM-15250;Consumer;Furniture;Tables;418296;3;52287
CA-2014-150798;12/1/2014;JK-15730;Consumer;Technology;Copiers;659988;2;109998
CA-2014-150798;12/1/2014;JK-15730;Consumer;Furniture;Furnishings;8128;2;14224
CA-2014-150798;12/1/2014;JK-15730;Consumer;Office Supplies;Paper;36288;7;127008
CA-2014-150798;12/1/2014;JK-15730;Consumer;Furniture;Chairs;90972;6;-51984
CA-2017-112753;6/18/2017;CC-12670;Consumer;Furniture;Bookcases;9179235;9;755937
CA-2017-112753;6/18/2017;CC-12670;Consumer;Office Supplies;Paper;3888;6;190512
CA-2017-155075;12/2/2017;GW-14605;Consumer;Office Supplies;Binders;631176;4;-4628624
CA-2014-103401;11/21/2014;GR-14560;Corporate;Office Supplies;Paper;1296;2;62208
CA-2016-124814;4/10/2016;FM-14215;Corporate;Office Supplies;Paper;1296;2;62208
CA-2016-124814;4/10/2016;FM-14215;Corporate;Office Supplies;Binders;232;5;812
CA-2014-116757;6/30/2014;MS-17980;Corporate;Office Supplies;Paper;2592;5;9072
CA-2014-116757;6/30/2014;MS-17980;Corporate;Office Supplies;Fasteners;21312;6;71928
US-2014-138247;12/24/2014;BF-11170;Home Office;Technology;Phones;173656;7;173656
US-2014-138247;12/24/2014;BF-11170;Home Office;Office Supplies;Appliances;36196;2;1013488
US-2014-138247;12/24/2014;BF-11170;Home Office;Technology;Accessories;6285;3;131985
US-2014-138247;12/24/2014;BF-11170;Home Office;Technology;Phones;818376;3;511485
US-2014-138247;12/24/2014;BF-11170;Home Office;Office Supplies;Storage;2034;1;2034
US-2014-138247;12/24/2014;BF-11170;Home Office;Furniture;Furnishings;2399;1;55177
CA-2017-167003;5/23/2017;VS-21820;Consumer;Furniture;Tables;171288;3;-64233
CA-2016-119935;11/10/2016;KM-16225;Corporate;Furniture;Furnishings;373;2;17158
CA-2016-119935;11/10/2016;KM-16225;Corporate;Office Supplies;Binders;8196;2;393408
CA-2016-118969;10/2/2016;LP-17095;Consumer;Office Supplies;Binders;54792;6;-401808
CA-2016-145240;9/6/2016;BG-11740;Consumer;Office Supplies;Storage;10784;1;8088
CA-2016-120873;10/27/2016;BW-11200;Consumer;Furniture;Chairs;29098;1;756548
US-2017-111920;10/22/2017;PS-18970;Home Office;Office Supplies;Art;3644;4;120252
US-2016-128678;9/15/2016;RB-19570;Consumer;Office Supplies;Paper;214;5;10058
US-2016-128678;9/15/2016;RB-19570;Consumer;Office Supplies;Binders;48664;7;158158
CA-2016-101385;9/25/2016;JW-16075;Consumer;Office Supplies;Art;1656;4;69552
CA-2017-107167;6/10/2017;ND-18460;Corporate;Office Supplies;Storage;134752;8;8422
CA-2014-109491;2/20/2014;LC-16930;Corporate;Technology;Accessories;6231;3;224316
CA-2014-109491;2/20/2014;LC-16930;Corporate;Furniture;Furnishings;2032;4;69088
CA-2017-105445;2/20/2017;BP-11095;Corporate;Office Supplies;Fasteners;9432;3;30654
CA-2014-107454;11/2/2014;RD-19720;Consumer;Office Supplies;Labels;3486;7;160356
CA-2014-107454;11/2/2014;RD-19720;Consumer;Furniture;Furnishings;8934;6;241218
US-2017-105046;7/17/2017;BE-11335;Home Office;Technology;Phones;26998;2;67495
US-2017-105046;7/17/2017;BE-11335;Home Office;Office Supplies;Paper;999;5;47952
US-2017-105046;7/17/2017;BE-11335;Home Office;Furniture;Furnishings;3908;4;144596
CA-2017-152856;9/8/2017;RS-19765;Corporate;Technology;Accessories;116832;4;335892
CA-2016-134691;11/14/2016;KC-16540;Consumer;Office Supplies;Binders;2296;2;-39032
CA-2016-118759;11/14/2016;MB-17305;Consumer;Furniture;Chairs;408006;2;725344
CA-2016-118759;11/14/2016;MB-17305;Consumer;Office Supplies;Storage;4044;3;105144
CA-2014-140403;10/10/2014;TN-21040;Home Office;Furniture;Chairs;122352;3;137646
CA-2014-140403;10/10/2014;TN-21040;Home Office;Office Supplies;Envelopes;1528;2;74872
CA-2015-163104;3/19/2015;MC-18130;Corporate;Office Supplies;Paper;1196;2;58604
CA-2017-138464;7/8/2017;VF-21715;Home Office;Furniture;Furnishings;1584;3;49104
CA-2017-138464;7/8/2017;VF-21715;Home Office;Office Supplies;Binders;86376;3;302316
CA-2017-138464;7/8/2017;VF-21715;Home Office;Office Supplies;Art;1824;3;62016
CA-2017-138464;7/8/2017;VF-21715;Home Office;Office Supplies;Art;1312;4;43296
CA-2015-104129;2/27/2015;ES-14080;Corporate;Technology;Phones;10598;2;10598
CA-2015-104129;2/27/2015;ES-14080;Corporate;Furniture;Tables;49392;7;-28224
US-2017-132206;6/16/2017;MK-17905;Corporate;Office Supplies;Binders;5936;7;-8904
CA-2017-113474;3/30/2017;TM-21490;Consumer;Office Supplies;Envelopes;32586;2;1498956
CA-2015-126557;7/12/2015;RL-19615;Consumer;Furniture;Chairs;383607;9;-54801
CA-2015-126557;7/12/2015;RL-19615;Consumer;Technology;Phones;14848;2;16704
CA-2015-126557;7/12/2015;RL-19615;Consumer;Technology;Phones;537544;7;537544
CA-2015-126557;7/12/2015;RL-19615;Consumer;Office Supplies;Binders;1928;2;-29884
CA-2015-126557;7/12/2015;RL-19615;Consumer;Office Supplies;Art;6912;3;6912
CA-2015-126557;7/12/2015;RL-19615;Consumer;Furniture;Furnishings;776;1;-2134
CA-2015-126557;7/12/2015;RL-19615;Consumer;Technology;Phones;659168;4;494376
US-2017-107636;4/30/2017;NM-18520;Consumer;Office Supplies;Labels;576;2;28224
US-2014-165862;7/13/2014;GK-14620;Corporate;Furniture;Tables;351216;3;43902
US-2014-106334;12/27/2014;JF-15490;Consumer;Furniture;Chairs;23028;3;23028
US-2014-106334;12/27/2014;JF-15490;Consumer;Office Supplies;Paper;1284;3;5778
CA-2016-101448;2/27/2016;EB-13930;Consumer;Office Supplies;Binders;5682;3;2841
CA-2015-130218;3/23/2015;SG-20470;Consumer;Office Supplies;Fasteners;3156;4;14202
CA-2015-130218;3/23/2015;SG-20470;Consumer;Office Supplies;Storage;2792;4;5584
US-2017-117331;10/21/2017;ND-18370;Consumer;Office Supplies;Binders;8559;1;-65619
CA-2014-127383;12/31/2014;CM-11815;Corporate;Office Supplies;Envelopes;49568;2;179684
CA-2014-110219;5/5/2014;EB-13870;Consumer;Furniture;Chairs;127869;3;-91335
CA-2015-118871;12/4/2015;HM-14860;Corporate;Office Supplies;Envelopes;27144;3;122148
CA-2015-118871;12/4/2015;HM-14860;Corporate;Technology;Phones;110352;3;82764
CA-2015-118871;12/4/2015;HM-14860;Corporate;Furniture;Furnishings;364;5;13832
CA-2017-129490;9/26/2017;SJ-20125;Home Office;Furniture;Chairs;419136;4;-576312
CA-2014-101175;12/9/2014;DM-12955;Corporate;Office Supplies;Storage;100704;6;-12588
US-2017-149510;12/3/2017;MC-17575;Consumer;Office Supplies;Appliances;45216;3;45216
US-2017-149510;12/3/2017;MC-17575;Consumer;Office Supplies;Binders;28782;6;-211068
US-2017-149510;12/3/2017;MC-17575;Consumer;Office Supplies;Paper;24448;4;88624
CA-2015-111990;11/8/2015;DB-13660;Consumer;Office Supplies;Binders;10476;6;-172854
CA-2014-169460;4/19/2014;NF-18595;Home Office;Furniture;Furnishings;7614;3;26649
US-2015-152128;5/25/2015;NM-18445;Home Office;Office Supplies;Art;2124;3;80712
US-2015-152128;5/25/2015;NM-18445;Home Office;Office Supplies;Binders;12796;2;601412
CA-2017-126662;7/17/2017;AB-10255;Home Office;Technology;Copiers;479984;2;89997
CA-2016-139395;12/12/2016;MG-17650;Home Office;Technology;Phones;65793;7;1842204
CA-2016-139395;12/12/2016;MG-17650;Home Office;Furniture;Furnishings;3348;4;87048
CA-2016-139395;12/12/2016;MG-17650;Home Office;Office Supplies;Art;139;5;3614
CA-2016-139395;12/12/2016;MG-17650;Home Office;Office Supplies;Storage;2686;2;6715
US-2014-121734;4/11/2014;SE-20110;Consumer;Office Supplies;Binders;9584;1;33544
CA-2015-110947;6/9/2015;AG-10765;Home Office;Office Supplies;Binders;1131;3;5655
US-2014-150126;7/27/2014;AS-10045;Corporate;Office Supplies;Paper;6578;11;322322
CA-2015-164427;7/31/2015;AR-10405;Corporate;Technology;Accessories;2397;6;105468
CA-2016-120250;9/19/2016;AP-10720;Home Office;Furniture;Furnishings;25632;3;38448
CA-2016-121993;6/10/2016;JB-16000;Consumer;Office Supplies;Labels;23616;8;79704
US-2016-100405;8/26/2016;TS-21430;Corporate;Office Supplies;Art;826;2;37996
US-2017-163790;11/2/2017;NL-18310;Home Office;Office Supplies;Envelopes;7658;7;3829
US-2017-163790;11/2/2017;NL-18310;Home Office;Office Supplies;Art;88;5;4224
US-2017-163790;11/2/2017;NL-18310;Home Office;Office Supplies;Binders;590352;6;2066232
US-2017-163790;11/2/2017;NL-18310;Home Office;Office Supplies;Fasteners;558;3;1674
US-2017-163790;11/2/2017;NL-18310;Home Office;Furniture;Furnishings;2502;3;105084
US-2017-163790;11/2/2017;NL-18310;Home Office;Office Supplies;Storage;45255;7;226275
CA-2016-129868;12/26/2016;MC-18130;Corporate;Office Supplies;Supplies;1776;2;49728
CA-2016-129868;12/26/2016;MC-18130;Corporate;Technology;Phones;302384;2;302384
CA-2016-129868;12/26/2016;MC-18130;Corporate;Furniture;Chairs;146352;3;-54882
CA-2016-129868;12/26/2016;MC-18130;Corporate;Office Supplies;Appliances;79;2;2054
CA-2016-129868;12/26/2016;MC-18130;Corporate;Furniture;Tables;902712;3;338517
CA-2016-129868;12/26/2016;MC-18130;Corporate;Office Supplies;Art;5397;3;151116
CA-2016-140564;12/5/2016;TC-21475;Home Office;Office Supplies;Art;3392;8;132288
US-2017-169502;8/28/2017;MG-17650;Home Office;Office Supplies;Supplies;2181;3;58887
US-2017-169502;8/28/2017;MG-17650;Home Office;Office Supplies;Appliances;916;5;26564
CA-2015-146948;7/16/2015;MG-17890;Home Office;Furniture;Chairs;15098;1;437842
CA-2015-146948;7/16/2015;MG-17890;Home Office;Office Supplies;Envelopes;13725;9;63135
CA-2015-146948;7/16/2015;MG-17890;Home Office;Office Supplies;Fasteners;1152;4;54144
US-2015-113327;5/26/2015;BF-11170;Home Office;Office Supplies;Paper;18272;1;59384
US-2015-113327;5/26/2015;BF-11170;Home Office;Office Supplies;Paper;153728;4;538048
US-2015-113327;5/26/2015;BF-11170;Home Office;Office Supplies;Envelopes;12224;2;44312
US-2015-113327;5/26/2015;BF-11170;Home Office;Technology;Accessories;167944;7;503832
CA-2015-135020;5/28/2015;MS-17770;Consumer;Technology;Phones;4599;1;133371
CA-2015-135020;5/28/2015;MS-17770;Consumer;Office Supplies;Storage;53541;3;160623
CA-2015-135020;5/28/2015;MS-17770;Consumer;Office Supplies;Binders;6096;2;20574
CA-2015-135020;5/28/2015;MS-17770;Consumer;Office Supplies;Paper;4536;7;217728
US-2017-141852;11/9/2017;JE-15745;Consumer;Furniture;Furnishings;4712;8;207328
CA-2016-109407;1/24/2016;HG-14965;Corporate;Office Supplies;Binders;3136;4;1568
US-2017-165953;12/31/2016;EP-13915;Consumer;Office Supplies;Art;47616;3;35712
US-2017-165953;12/31/2016;EP-13915;Consumer;Office Supplies;Paper;2348;5;8218
CA-2016-144540;9/5/2016;GH-14410;Home Office;Office Supplies;Appliances;6279;3;-1663935
CA-2016-144540;9/5/2016;GH-14410;Home Office;Office Supplies;Fasteners;2844;9;4266
CA-2015-159863;9/4/2015;DS-13180;Corporate;Technology;Accessories;134376;3;67188
CA-2015-117800;9/21/2015;TH-21550;Home Office;Technology;Phones;5899;2;147475
CA-2015-117800;9/21/2015;TH-21550;Home Office;Furniture;Chairs;54294;3;1411644
CA-2017-145219;12/24/2017;RM-19675;Home Office;Technology;Copiers;2879952;6;10079832
CA-2017-145219;12/24/2017;RM-19675;Home Office;Office Supplies;Binders;9048;3;3393
CA-2015-161214;10/5/2015;SF-20965;Corporate;Office Supplies;Storage;7755;5;21714
CA-2017-147228;9/9/2017;SO-20335;Consumer;Office Supplies;Supplies;8832;3;-19872
CA-2017-147228;9/9/2017;SO-20335;Consumer;Office Supplies;Paper;177536;4;621376
CA-2017-147228;9/9/2017;SO-20335;Consumer;Office Supplies;Storage;25848;2;-3231
CA-2017-147228;9/9/2017;SO-20335;Consumer;Furniture;Furnishings;14136;3;42408
CA-2016-101336;11/13/2016;CK-12760;Corporate;Office Supplies;Storage;7755;5;20163
CA-2016-101336;11/13/2016;CK-12760;Corporate;Office Supplies;Storage;2488;2;69664
CA-2016-101336;11/13/2016;CK-12760;Corporate;Office Supplies;Art;14075;5;3941
CA-2016-101336;11/13/2016;CK-12760;Corporate;Office Supplies;Storage;3663;3;98901
US-2015-126235;10/15/2015;GA-14725;Consumer;Furniture;Furnishings;1714;2;61704
CA-2017-168396;8/3/2017;BD-11725;Consumer;Office Supplies;Labels;5175;5;2484
CA-2017-168396;8/3/2017;BD-11725;Consumer;Furniture;Furnishings;12396;3;111564
CA-2015-130456;8/21/2015;DS-13180;Corporate;Furniture;Bookcases;586398;6;34494
CA-2015-130456;8/21/2015;DS-13180;Corporate;Office Supplies;Storage;8098;1;32392
CA-2017-116288;3/12/2017;BS-11380;Corporate;Office Supplies;Storage;24294;3;97176
CA-2017-168228;4/27/2017;AP-10915;Consumer;Office Supplies;Art;12392;4;334584
CA-2017-168228;4/27/2017;AP-10915;Consumer;Office Supplies;Art;1239;3;56994
CA-2017-168228;4/27/2017;AP-10915;Consumer;Office Supplies;Art;473;2;12298
CA-2016-102162;9/11/2016;JF-15565;Consumer;Technology;Copiers;159992;8;7519624
CA-2016-102162;9/11/2016;JF-15565;Consumer;Office Supplies;Envelopes;1109;1;54341
CA-2017-130141;10/22/2017;HA-14905;Consumer;Office Supplies;Binders;3168;4;-25344
CA-2017-130141;10/22/2017;HA-14905;Consumer;Furniture;Chairs;579136;4;-289568
CA-2015-147501;8/2/2015;Co-12640;Consumer;Office Supplies;Binders;6368;2;21492
CA-2015-147501;8/2/2015;Co-12640;Consumer;Technology;Machines;5584;2;4188
CA-2016-143910;8/12/2016;BC-11125;Home Office;Furniture;Chairs;145764;2;-8098
CA-2014-146885;5/30/2014;EB-13840;Corporate;Office Supplies;Paper;1362;3;6129
CA-2016-139556;4/26/2016;DB-13360;Home Office;Furniture;Chairs;434646;3;627822
CA-2017-129357;5/14/2017;KB-16585;Corporate;Office Supplies;Paper;44019;9;2068893
CA-2017-129357;5/14/2017;KB-16585;Corporate;Office Supplies;Supplies;644;5;1932
CA-2017-150987;4/8/2017;AH-10120;Home Office;Office Supplies;Paper;24455;5;1149385
CA-2017-150987;4/8/2017;AH-10120;Home Office;Office Supplies;Paper;19576;4;9788
CA-2017-132647;2/17/2017;GH-14410;Home Office;Office Supplies;Paper;1176;2;57624
CA-2017-132647;2/17/2017;GH-14410;Home Office;Office Supplies;Storage;16645;5;39948
CA-2017-159107;6/24/2017;KT-16480;Consumer;Office Supplies;Fasteners;288;1;13536
CA-2014-160738;5/5/2014;KH-16330;Corporate;Office Supplies;Storage;45248;2;39592
CA-2015-112130;5/3/2015;SV-20785;Consumer;Office Supplies;Art;59904;2;142272
CA-2015-112130;5/3/2015;SV-20785;Consumer;Office Supplies;Appliances;23696;2;65164
CA-2015-112130;5/3/2015;SV-20785;Consumer;Office Supplies;Paper;7968;2;28884
CA-2015-112130;5/3/2015;SV-20785;Consumer;Office Supplies;Appliances;182;7;20475
CA-2015-112130;5/3/2015;SV-20785;Consumer;Technology;Accessories;27552;3;-3444
CA-2015-112130;5/3/2015;SV-20785;Consumer;Furniture;Chairs;844116;6;-361764
CA-2015-112130;5/3/2015;SV-20785;Consumer;Office Supplies;Storage;76752;3;-9594
CA-2016-111409;9/18/2016;PO-18850;Consumer;Office Supplies;Labels;3;1;105
CA-2016-116232;9/22/2016;AC-10450;Consumer;Office Supplies;Binders;7506;9;-60048
CA-2016-116232;9/22/2016;AC-10450;Consumer;Office Supplies;Labels;1656;2;5796
CA-2016-116547;1/10/2016;KB-16585;Corporate;Furniture;Furnishings;7992;4;343656
CA-2016-116547;1/10/2016;KB-16585;Corporate;Technology;Accessories;6998;2;132962
US-2017-133200;5/6/2017;DB-13555;Corporate;Office Supplies;Binders;1106;10;-18802
US-2017-133200;5/6/2017;DB-13555;Corporate;Furniture;Bookcases;6234648;7;-1191918
US-2017-133200;5/6/2017;DB-13555;Corporate;Office Supplies;Storage;77268;5;-57951
CA-2016-133550;7/31/2016;KL-16645;Consumer;Office Supplies;Appliances;28314;4;72358
CA-2016-133550;7/31/2016;KL-16645;Consumer;Technology;Phones;63596;4;1653496
CA-2016-133550;7/31/2016;KL-16645;Consumer;Technology;Phones;11899;1;333172
CA-2016-133550;7/31/2016;KL-16645;Consumer;Furniture;Furnishings;27294;3;300234
CA-2017-139416;3/27/2017;AG-10270;Consumer;Furniture;Furnishings;15008;2;15008
CA-2014-114510;3/14/2014;JF-15295;Consumer;Office Supplies;Binders;33088;4;111672
CA-2014-114510;3/14/2014;JF-15295;Consumer;Office Supplies;Storage;8098;1;32392
CA-2014-114510;3/14/2014;JF-15295;Consumer;Technology;Accessories;828;12;6624
CA-2014-114510;3/14/2014;JF-15295;Consumer;Office Supplies;Storage;2136;2;57672
CA-2014-114510;3/14/2014;JF-15295;Consumer;Office Supplies;Binders;62048;2;201656
CA-2016-169215;7/14/2016;RE-19450;Consumer;Office Supplies;Fasteners;2961;9;133245
CA-2016-127698;12/1/2016;MV-18190;Consumer;Technology;Phones;863928;9;863928
CA-2016-159912;8/29/2016;GB-14530;Corporate;Furniture;Tables;24192;4;-56448
CA-2016-159912;8/29/2016;GB-14530;Corporate;Furniture;Bookcases;16388;4;-8194
CA-2016-159912;8/29/2016;GB-14530;Corporate;Office Supplies;Binders;3486;2;-27888
CA-2016-159912;8/29/2016;GB-14530;Corporate;Office Supplies;Fasteners;10584;7;-23814
CA-2016-101987;6/24/2016;HL-15040;Consumer;Technology;Phones;44091;9;1234548
US-2017-154851;3/30/2017;BP-11155;Consumer;Office Supplies;Binders;5715;5;-47625
CA-2014-138681;12/20/2014;CT-11995;Consumer;Furniture;Furnishings;51968;2;103936
CA-2014-138681;12/20/2014;CT-11995;Consumer;Technology;Accessories;71976;3;215928
CA-2014-138681;12/20/2014;CT-11995;Consumer;Furniture;Chairs;242352;3;-424116
CA-2014-138681;12/20/2014;CT-11995;Consumer;Office Supplies;Paper;22192;5;77672
CA-2014-138681;12/20/2014;CT-11995;Consumer;Office Supplies;Paper;8448;2;264
US-2015-138121;12/17/2015;JL-15835;Consumer;Office Supplies;Binders;2952;4;144648
US-2015-138121;12/17/2015;JL-15835;Consumer;Furniture;Chairs;30294;3;484704
US-2015-138121;12/17/2015;JL-15835;Consumer;Furniture;Chairs;14236;2;384372
US-2015-138121;12/17/2015;JL-15835;Consumer;Furniture;Chairs;54666;9;136665
US-2015-138121;12/17/2015;JL-15835;Consumer;Furniture;Furnishings;21213;3;148491
CA-2017-140298;5/11/2017;JK-16120;Home Office;Office Supplies;Art;5248;2;5904
CA-2017-140298;5/11/2017;JK-16120;Home Office;Office Supplies;Storage;74416;2;-148832
CA-2017-140298;5/11/2017;JK-16120;Home Office;Office Supplies;Paper;6848;2;214
CA-2017-140298;5/11/2017;JK-16120;Home Office;Furniture;Furnishings;7996;1;-69965
CA-2016-166240;6/24/2016;DH-13075;Corporate;Office Supplies;Appliances;8712;2;-19602
CA-2016-158435;5/17/2016;AG-10900;Consumer;Office Supplies;Supplies;6517;7;188993
CA-2016-158435;5/17/2016;AG-10900;Consumer;Office Supplies;Labels;1462;2;68714
CA-2016-158435;5/17/2016;AG-10900;Consumer;Furniture;Furnishings;17324;4;17324
CA-2017-138149;6/29/2017;WB-21850;Consumer;Office Supplies;Binders;89592;5;302373
CA-2017-138149;6/29/2017;WB-21850;Consumer;Office Supplies;Storage;13071;3;39213
CA-2017-138149;6/29/2017;WB-21850;Consumer;Office Supplies;Art;1168;2;30368
CA-2017-138149;6/29/2017;WB-21850;Consumer;Technology;Accessories;6231;3;224316
CA-2014-112403;3/31/2014;JO-15280;Consumer;Office Supplies;Binders;852;1;-5964
CA-2014-108273;12/16/2014;EJ-13720;Consumer;Office Supplies;Paper;36288;7;127008
CA-2014-108273;12/16/2014;EJ-13720;Consumer;Furniture;Furnishings;56568;2;-749526
CA-2017-121643;5/18/2017;AB-10105;Consumer;Technology;Phones;344704;2;387792
US-2015-122910;5/12/2015;LT-16765;Consumer;Technology;Phones;201584;2;201584
CA-2017-143126;12/3/2017;CM-12655;Home Office;Furniture;Tables;52196;2;887332
CA-2015-129042;12/12/2015;EM-13960;Consumer;Office Supplies;Art;822;3;22194
CA-2015-109736;10/10/2015;DJ-13420;Corporate;Office Supplies;Paper;4536;7;217728
CA-2015-142601;4/18/2015;DE-13255;Home Office;Office Supplies;Storage;94717;7;94717
CA-2015-142601;4/18/2015;DE-13255;Home Office;Office Supplies;Paper;6196;2;27882
CA-2014-106229;6/7/2014;NR-18550;Consumer;Furniture;Tables;268935;3;-2097693
US-2017-135230;9/1/2017;CK-12325;Home Office;Office Supplies;Art;758;1;29562
CA-2016-159653;5/22/2016;JF-15490;Consumer;Office Supplies;Labels;1473;3;72177
CA-2016-131968;11/11/2016;LB-16795;Home Office;Office Supplies;Binders;9888;2;-69216
CA-2016-131968;11/11/2016;LB-16795;Home Office;Office Supplies;Appliances;671544;3;503658
CA-2014-119151;11/25/2014;MP-18175;Home Office;Office Supplies;Storage;111792;4;55896
CA-2014-119151;11/25/2014;MP-18175;Home Office;Furniture;Bookcases;275952;3;-379434
CA-2014-123323;11/7/2014;LH-16900;Consumer;Office Supplies;Binders;123144;7;46179
CA-2016-124681;7/18/2016;SV-20935;Consumer;Technology;Accessories;15576;3;33099
US-2015-103996;3/29/2015;RB-19435;Consumer;Office Supplies;Paper;21264;6;999408
US-2015-103996;3/29/2015;RB-19435;Consumer;Office Supplies;Paper;987;3;45402
US-2015-103996;3/29/2015;RB-19435;Consumer;Technology;Accessories;5325;3;207675
US-2015-103996;3/29/2015;RB-19435;Consumer;Furniture;Furnishings;1992;3;95616
CA-2016-120530;4/7/2016;Dl-13600;Corporate;Furniture;Chairs;658746;3;146388
CA-2015-155054;6/13/2015;PS-19045;Home Office;Office Supplies;Binders;826;2;38822
CA-2015-155054;6/13/2015;PS-19045;Home Office;Office Supplies;Binders;2984;2;13428
CA-2015-155054;6/13/2015;PS-19045;Home Office;Technology;Accessories;6798;2;149556
CA-2015-105725;2/18/2015;GT-14755;Consumer;Office Supplies;Labels;6106;2;280876
CA-2015-105725;2/18/2015;GT-14755;Consumer;Furniture;Tables;35544;1;-8886
CA-2017-164364;11/12/2017;CS-12355;Consumer;Office Supplies;Labels;996;2;45816
CA-2017-164364;11/12/2017;CS-12355;Consumer;Office Supplies;Art;921;3;23025
CA-2017-164364;11/12/2017;CS-12355;Consumer;Office Supplies;Supplies;2793;3;80997
